District,Description,Establishments,Workforce
Toba Tek Singh,Real estate activities,445.0,836.0
Toba Tek Singh,"Professional, scientific and technical activities",575.0,1959.0
Toba Tek Singh,Administrative and support service activities,249.0,848.0
Toba Tek Singh,Public administration and defence; compulsory social security,261.0,2961.0
Toba Tek Singh,Education,3612.0,75248.0
Toba Tek Singh,Human health and social work activities,1262.0,6245.0
Toba Tek Singh,"Arts, entertainment and recreation",241.0,517.0
Toba Tek Singh,Other service activities,9825.0,27598.0
Toba Tek Singh,Activities of extraterritorial organizations and bodies,0.0,0.0
Toba Tek Singh,Others,574.0,939.0
Toba Tek Singh,Old homes /Orphanage,1.0,17.0
Toba Tek Singh,Hostel,56.0,474.0
Toba Tek Singh,Hotel,2446.0,15121.0
Toba Tek Singh,Hospital,1225.0,5983.0
Toba Tek Singh,Maddrasa,441.0,4303.0
Toba Tek Singh,School,2589.0,65012.0
Toba Tek Singh,College,160.0,3339.0
Toba Tek Singh,University,0.0,0.0
Toba Tek Singh,Masjid,5411.0,22127.0
Toba Tek Singh,Shop Retail,25230.0,43898.0
Toba Tek Singh,Shop Wholesale,1652.0,3146.0
Toba Tek Singh,Shop Service,9902.0,17800.0
Toba Tek Singh,Shop Production,7636.0,16253.0
Toba Tek Singh,Factory,173.0,5889.0
Toba Tek Singh,Semi Govt. Office,66.0,257.0
Toba Tek Singh,Govt. Office,290.0,2809.0
Toba Tek Singh,Post Office,45.0,279.0
Toba Tek Singh,Bank,224.0,2186.0
Toba Tek Singh,Police Station,23.0,612.0
Toba Tek Singh,Cattle Farming,28442.0,48174.0
Toba Tek Singh,Others,2240.0,5651.0
Vehari,"Agriculture, forestry and fishing",35264.0,58577.0
Vehari,Mining and quarrying,0.0,0.0
Vehari,Manufacturing,10422.0,32397.0
Vehari,"Electricity, gas, steam and air conditioning supply",4.0,16.0
Vehari,"Water supply; sewerage, waste management and remediation activities",2019.0,2539.0
Vehari,Construction,34.0,186.0
Vehari,Wholesale and retail trade; repair of motor vehicles and motorcycles,45019.0,86717.0
Vehari,Transportation and storage,443.0,2061.0
Vehari,Accommodation and food service activities,3408.0,8868.0
Vehari,Information and communication,567.0,1291.0
Vehari,Financial and insurance activities,271.0,2909.0
Vehari,Real estate activities,561.0,1527.0
Vehari,"Professional, scientific and technical activities",315.0,1186.0
Vehari,Administrative and support service activities,271.0,726.0
Vehari,Public administration and defence; compulsory social security,272.0,4195.0
Vehari,Education,4435.0,51228.0
Vehari,Human health and social work activities,1622.0,6867.0
Vehari,"Arts, entertainment and recreation",212.0,355.0
Vehari,Other service activities,14426.0,30642.0
Vehari,Activities of extraterritorial organizations and bodies,0.0,0.0
Vehari,Others,496.0,543.0
Vehari,Old homes /Orphanage,1.0,16.0
Vehari,Hostel,58.0,306.0
Vehari,Hotel,3352.0,8587.0
Vehari,Hospital,1574.0,6567.0
Vehari,Maddrasa,597.0,4695.0
Vehari,School,3080.0,39351.0
Vehari,College,117.0,3812.0
Vehari,University,2.0,129.0
Vehari,Masjid,8820.0,22847.0
Vehari,Shop Retail,38066.0,66373.0
Vehari,Shop Wholesale,2094.0,10937.0
Vehari,Shop Service,12827.0,23884.0
Vehari,Shop Production,9956.0,20267.0
Vehari,Factory,245.0,10618.0
Vehari,Semi Govt. Office,94.0,470.0
Vehari,Govt. Office,281.0,3625.0
Vehari,Post Office,50.0,269.0
Vehari,Bank,235.0,2698.0
Vehari,Police Station,37.0,964.0
Vehari,Cattle Farming,35408.0,58784.0
Vehari,Others,3167.0,7631.0
